번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),연도
1863,피자,하와이언피자(치즈크러스트) F,125,448.16,0,26.27,0,6.68,139.45,0,5.55,0,2015
1864,피자,하와이언피자(팬) F,122,439.76,0,24.55,0,6.97,241.67,0,3.66,0,2015
1865,피자,한우레드핫스테이크 라이스골드,194,733.16,0,42.48,0,6.76,637.86,0,11.4,0,2015
1866,피자,한우레드핫스테이크 라이스바이트,204,862.51,0,44.23,0,9.06,899.43,0,14.7,0,2015
1867,피자,한우레드핫스테이크 백미떡도우,140,340.58,0,15.83,0,3.17,378.14,0,6.66,0,2015
1868,피자,한우레드핫스테이크 석쇠,149,410.9,0,23.74,0,4.54,427.94,0,7.39,0,2015
1869,피자,한우레드핫스테이크 치즈크러스트,174,577.66,0,35.58,0,5.75,545.02,0,9.59,0,2015
1870,피자,한우레드핫스테이크 팬,157,460.32,0,26.43,0,5.05,454.75,0,7.84,0,2015
1871,피자,한우레드핫스테이크 흑미떡도우,140,348.42,0,16.21,0,3.41,378.14,0,6.66,0,2015
1872,피자,한우불고기 라이스골드L,157,657.25,0,40.71,0,6.77,368.7,0,13.16,0,2015
1873,피자,한우불고기 라이스골드R,118,380.93,0,23.51,0,3.71,202.59,0,7.3,0,2015
1874,피자,한우불고기 라이스바이트L,167,751.08,0,44.92,0,9.37,322.16,0,7.03,0,2015
1875,피자,한우불고기 라이스바이트R,135,501.42,0,28.17,0,6.06,179.68,0,3.91,0,2015
1876,피자,한우불고기 백미떡도우L,103,194.21,0,11.1,0,2.44,165.93,0,3.8,0,2015
1877,피자,한우불고기 백미떡도우R,173,558.98,0,26.56,0,5.76,372.45,0,8.51,0,2015
1878,피자,한우불고기 석쇠L,112,324.42,0,21.24,0,4.28,210.36,0,4.49,0,2015
1879,피자,한우불고기 석쇠R,153,609.61,0,39.64,0,7.89,386.51,0,8.22,0,2015
1880,피자,한우불고기 치즈크러스트L,137,501.68,0,32.92,0,5.71,308.03,0,7.86,0,2015
1881,피자,한우불고기 치즈크러스트R,105,302.36,0,19.58,0,3.2,173.27,0,4.65,0,2015
1882,피자,한우불고기 팬L,119,377.09,0,24.24,0,4.86,228.05,0,4.83,0,2015
1883,피자,한우불고기 팬R,163,708.63,0,45.31,0,8.98,420.07,0,8.85,0,2015
1884,피자,한우불고기 흑미떡도우L,103,199.97,0,11.38,0,2.62,165.93,0,3.8,0,2015
1885,피자,한우불고기 흑미떡도우R,173,579.65,0,28.22,0,6.54,372.45,0,8.51,0,2015
1886,피자,한우불고기(라이스골드)  F,167,702.17,0,46.89,0,10.12,450.33,0,13.43,0,2015
1887,피자,한우불고기(라이스바이트)  F,175,798.24,0,48.16,0,9.12,637.75,0,13.72,0,2015
1888,피자,한우불고기(석쇠)  F,125,398.27,0,26.19,0,5.32,263.14,0,5.62,0,2015
1889,피자,한우불고기(치즈크러스트)  F,138,487.11,0,32.75,0,5.85,329.9,0,8.28,0,2015
1890,피자,한우불고기(팬)  F,135,479.14,0,30.83,0,6.22,291.06,0,6.16,0,2015
1891,피자,한우불고기(팬) L,100,245.4,0,15.98,0,2.7,401.54,0,2.99,0,2013
1892,피자,한우송이(치크),171,776.89,58.33,53.51,36.57,17.05,1486.01,0,15.89,0,2015
1893,피자,한우송이(피타),122,423.4,32.37,22.21,22.79,9.56,622.45,0,14.21,0,2015
1894,피자,한우송이피자(스크린),136,502.5,50.48,26.7,21.53,10.62,880.36,0,12.17,0,2015
1895,피자,한우송이피자(팬),152,604.54,68.16,31.72,22.78,13.96,784.84,0,13.38,0,2015
1896,피자,한우핫불고기 라이스골드L,157,657.25,0,40.71,0,6.77,368.7,0,13.16,0,2015
1897,피자,한우핫불고기 라이스골드R,118,380.93,0,23.51,0,3.71,202.59,0,7.3,0,2015
1898,피자,한우핫불고기 라이스바이트L,167,751.08,0,44.92,0,9.37,322.16,0,7.03,0,2015
1899,피자,한우핫불고기 라이스바이트R,135,501.42,0,28.17,0,6.06,179.68,0,3.91,0,2015
1900,피자,한우핫불고기 백미떡도우L,103,194.21,0,11.1,0,2.44,165.93,0,3.8,0,2015
1901,피자,한우핫불고기 백미떡도우R,173,558.98,0,26.56,0,5.76,372.45,0,8.51,0,2015
1902,피자,한우핫불고기 석쇠L,112,324.42,0,21.24,0,4.28,210.36,0,4.49,0,2015
1903,피자,한우핫불고기 석쇠R,153,609.61,0,39.64,0,7.89,386.51,0,8.22,0,2015
1904,피자,한우핫불고기 치즈크러스트L,137,501.68,0,32.92,0,5.71,308.03,0,7.86,0,2015
1905,피자,한우핫불고기 치즈크러스트R,105,302.25,0,19.58,0,3.2,173.27,0,4.65,0,2015
1906,피자,한우핫불고기 팬L,119,377.09,0,24.24,0,4.86,228.05,0,4.83,0,2015
1907,피자,한우핫불고기 팬R,163,708.63,0,45.31,0,8.98,420.07,0,8.85,0,2015
1908,피자,한우핫불고기 흑미떡도우,173,579.65,0,28.22,0,6.54,372.45,0,8.51,0,2015
1909,피자,한우핫불고기 흑미떡도우,103,199.97,0,11.38,0,2.62,165.93,0,3.8,0,2015
1910,피자,한우핫불고기(라이스골드) F,147,570.39,0,36.93,0,7.92,319.06,0,10.05,0,2015
1911,피자,한우핫불고기(라이스바이트) F,155,656.72,0,38.07,0,7.04,483.31,0,10.29,0,2015
1912,피자,한우핫불고기(석쇠) F,105,300.49,0,18.89,0,3.76,165.78,0,3.46,0,2015
1913,피자,한우핫불고기(치즈크러스트) F,118,378.23,0,24.51,0,4.2,220.01,0,5.66,0,2015
1914,피자,한우핫불고기(팬) F,115,370.85,0,22.86,0,4.52,187.43,0,3.86,0,2015
1915,피자,한우핫불고기(팬) L,100,260.66,0,14.52,0,2.56,366.93,0,2.88,0,2013
1916,피자,핫바비큐(스크린),137,481.83,0,22.19,0,16.58,604.72,0,15.76,0,2015
1917,피자,핫바비큐(피타),117,373.46,0,16.03,0,14.04,483.33,0,11.11,0,2015
1918,피자,핫스파이스피자 L,188,802.76,0,48.88,0,20.68,1819.84,0,7.52,0,2015
1919,피자,핫스파이스피자 M,150,511.5,0,28.5,0,12,1041,0,4.5,0,2015
1920,피자,핫치킨  피자(씬) L,100,285.56,0,18.03,0,2.82,350.98,0,6.86,0,2013
1921,피자,핫치킨 피자,178,836.6,131.72,42.72,14.6,28.48,1192.6,17.8,7.12,0,2015
1922,피자,핫치킨피자,183,904.02,0,41.54,0,13.65,1100.2,0,12.19,0,2015
1923,피자,핫치킨피자 씬L,137,537.04,0,35.62,0,5.48,731.58,0,13.7,0,2015
1924,피자,핫치킨피자 팬L,141,449.79,0,31.02,0,9.87,843.18,0,7.05,0,2015
1925,피자,핸즈업미트,118,380.2,0,17.82,0,10.86,461.85,0,12.15,0,2015
1926,피자,핸즈업치즈,117,400.73,0,13.57,0,9.59,459.34,0,16.26,0,2015
1927,피자,허니치킨피자 F,179,789.26,0,48.69,0,18.8,746.54,0,10.49,0,2015
1928,피자,허니치킨피자 L,100,236.09,0,13.89,0,3.79,390.01,0,4.33,0,2013
1929,피자,허니치킨피자 L,175,776.46,0,44.26,0,15.56,679.37,0,11.41,0,2015
1930,피자,허니치킨피자 R,130,441.3,0,25.34,0,8.05,355.8,0,6.43,0,2015
1931,피자,화이트갈릭(레귤러),106,304.19,34.5,16.76,11.02,3.43,426.52,0,6.92,0,2015
1932,피자,화이트갈릭(스크린),137,548.09,53.83,28.53,24.3,8.85,863.26,0,13.79,0,2015
1933,피자,화이트갈릭(치크),155,707.83,44.27,48.43,37.41,11.24,1523.32,0,16.37,0,2015
1934,피자,화이트갈릭(팬),115,374.48,60.04,10.8,10.14,3.56,483.91,0,8.43,0,2015
1935,피자,화이트갈릭(피타),120,469.41,34.19,23.86,26.36,7.29,594.25,0,14.93,0,2015
1936,제빵,(특)롤케익,70,159.6,22.4,3.5,6.3,13.3,75.6,136.5,2.8,0,2015
1937,제빵,3가지맛 베리삼형제,102,270.3,0,6.12,0,15.3,367.2,0,2.55,0,2015
1938,제빵,9곡발아식빵,70,112,18.9,3.5,2.1,2.1,203,3.5,1.05,0,2015
1939,제빵,가나슈생크림빵,80,216,28.8,4,9.6,9.6,67.2,21.6,5.6,0,2015
1940,제빵,가또쇼콜라파티,60,240,20,3,18,12,95,70,8,0.32,2012
1941,제빵,가을 품은 고구마,60,126,15.6,1.8,6.6,6,120,0,3.6,0,2015
1942,제빵,가을사과요거트,70,101.5,0,2.1,0,8.4,42,0,5.6,0,2015
1943,제빵,가을엔 우리사과롤,60,114,0,1.8,0,8.4,51,0,1.2,0,2015
1944,제빵,가을엔 우리사과빵,95,266,0,4.75,0,9.5,275.5,0,3.8,0,2015
1945,제빵,가을엔 우리사과식빵,95,266,0,6.65,0,12.35,152,0,6.65,0,2015
1946,제빵,가을이 그리운 밤,68,176.8,20.4,2.72,9.52,7.48,136,0,5.44,0,2015
1947,제빵,갈릭러스크,80,248,22.4,2.4,16,8,280,36,10.4,0.4,2015
1948,제빵,갈릭바게뜨,100,368.65,51.14,9.48,14.02,13.15,507.39,0,5.81,0,2013
1949,제빵,갈릭소시지블록,102,362.1,0,11.22,0,5.81,102,0,15.3,0,2015
1950,제빵,갈릭앤치즈브레드,100,352.21,36.87,10.38,18.14,4.49,516.79,0,8.37,0,2013
1951,제빵,감자가 좋아 치즈스틱,70,182,0,4.2,0,2.8,280,0,6.3,0,2015
1952,제빵,강낭콩 듬뿍빵,65,123.5,0,5.85,0,4.55,61.75,0,0.65,0,2015
1953,제빵,거울공주미미,65,270,26,3,18,19,105,60,8,0.33,2012
1954,제빵,건포도 쏙쏙 롤링 브레드,63,126,0,3.15,0,7.56,119.7,0,2.2,0,2015
1955,제빵,건포도빵,100,320.01,46.72,7.81,11.32,8.21,370.33,0,0.75,0,2013
1956,제빵,검은콩 찰호떡 브레드,100,280,0,7,0,5,270,0,1.9,0,2015
1957,제빵,검은콩 한입롤,67,154.1,0,3.35,0,10.05,147.4,0,2.01,0,2015
1958,제빵,검은콩 흑미이야기,70,119.7,21,4.2,2.1,2.8,177.8,8.4,0.7,0,2015
1959,제빵,고구마건포도롤,70,147,0,4.2,0,5.6,154,0,2.1,0,2015
1960,제빵,고구마고로케,98,274.4,0,6.86,0,4.9,294,0,3.63,0,2015
1961,제빵,고구마데니쉬,74,167.24,25.16,2.22,6.66,7.4,53.28,11.1,2.96,0,2015
1962,제빵,고구마맛스폰지,70,168.7,19.6,2.8,9.1,12.6,72.8,48.3,4.9,0,2015
1963,제빵,고구마빵,79,189.6,0,4.74,0,11.06,134.3,0,2.45,0,2015
1964,제빵,고구마생크림,70,136.5,16.8,2.1,7,8.4,52.5,38.5,4.2,0,2015
1965,제빵,고구마생크림 1호,70,125.3,14,1.4,7,7,43.4,42,4.2,0,2015
1966,제빵,고구마생크림케익,70,136.5,16.8,2.1,7,8.4,52.5,38.5,4.2,0,2015
1967,제빵,고구마소보루빵,90,280,50,6,8,17,240,30,3,0.15,2012
1968,제빵,고구마쉬폰,70,133.7,13.3,1.4,8.4,7.7,42,39.9,4.9,0,2015
1969,제빵,고구마앙금빵,76,171,0,3.8,0,9.12,106.4,0,1.52,0,2015
1970,제빵,고구마크림데니쉬,100,372.18,52.77,5.7,15.37,12.13,177.66,0,5.21,0,2013
1971,제빵,고구마크림빵,73,139.43,23.36,2.92,3.65,8.03,40.88,17.52,2.19,0,2015
1972,제빵,고구마크림치즈패스츄리,100,360.91,46.99,7.21,16.01,14.13,304.42,0,4.99,0,2013
1973,제빵,고소한 고구마 생크림,70,135.1,16.8,2.1,7,9.1,56,41.3,3.5,0,2015
1974,제빵,고소한 치즈스콘,50,95,0,2,0,2,110,0,3,0,2015
1975,제빵,고소한 호두롤,70,154,18.9,3.5,7.7,10.5,87.5,73.5,1.4,0,2015
1976,제빵,고소한핑거스틱,100,260,47,8,4.5,14,240,100,2,0.09,2012
1977,제빵,고소함가득 곡물브레드,120,330,60,9,8,16,390,5,2.5,0,2012
1978,제빵,곡물 가득 브라운브레드,110,363,0,9.9,0,17.6,429,0,2.75,0,2015
1979,제빵,곡물-롤케익(프레젠용),69,181.47,20.7,3.45,9.66,12.42,68.31,98.67,4.83,0,2015
1980,제빵,과일생크림미니,70,124.6,14,1.4,7,9.8,50.4,28,4.9,0,2015
1981,제빵,구름처럼 푹신한 크림빵,60,126,14.4,2.4,7.2,4.8,84,18,4.8,0.3,2015
1982,제빵,구워서 더 부드러운 모카도넛,51,122.4,0,1.53,0,6.63,107.1,0,1.02,0,2015
1983,제빵,구워서 더 부드러운 초코도넛,49,105.35,0,0.98,0,7.35,98,0,0.93,0,2015
1984,제빵,구워서 더 부드러운 펌킨도넛,51,119.85,0,1.53,0,7.14,107.1,0,0.87,0,2015
1985,제빵,국내산 찹쌀로 빚은 찰떡궁합,70,129.5,0,3.5,0,6.3,189,0,1.05,0,2015
1986,제빵,굿모닝 랩(에그치즈),66,99,0,5.94,0,0.33,204.6,0,1.65,0,2015
1987,제빵,그 시절 옥수수카스테라,100,350,44,5,18,20,270,110,7,0,2015
1988,제빵,그대로토스트,70,195,28,5,7,3,310,10,3,0.08,2012
1989,제빵,그대로토스트 Plus,70,143.5,0,4.2,0,1.4,231,0,2.8,0,2015
1990,제빵,그랜드카페모카,70,250,22,3,16,17,120,90,7,0.18,2012
1991,제빵,그레이프머핀,62,176.7,21.08,2.48,9.3,12.4,173.6,34.1,3.1,0,2015
1992,제빵,그루에,47,98.7,13.16,1.41,4.7,7.05,28.2,30.55,2.82,0,2015
1993,제빵,그릭슈바인 소시지 크로켓,145,645.25,0,18.85,0,15.95,1145.5,0,14.5,0,2015
1994,제빵,그린미니본델리슈,50,70,14.5,1.5,1,12,12.5,37.5,0.5,0,2015
1995,제빵,그린본델리슈,50,70,14.5,1.5,1,12,12.5,37.5,0.5,0,2015
1996,제빵,그린콩생크림빵,70,172.9,21.7,2.8,8.4,9.8,129.5,9.8,4.2,0,2015
1997,제빵,그린티쉬폰2호,73,182.5,0,2.92,0,10.95,69.35,0,5.84,0,2015
1998,제빵,그릴드 치즈 치아바타,120,450,0,21.6,0,1.2,960,0,5.16,0,2015
1999,제빵,글레이즈드,100,439.66,44.45,7.13,25.93,7.37,591.08,0,7.02,0,2013
2000,제빵,글레이즈드 사워 크림,75,213.75,33.75,2.25,8.25,18.75,195,0,2.62,0,2015
2001,제빵,글레이즈드 초콜릿 케익,75,210,33.75,2.25,7.5,14.25,172.5,0,2.62,0,2015
2002,제빵,까까웨뜨,83,302.95,0,9.96,0,6.64,298.8,0,5.81,0,2015
2003,제빵,까망베르치즈머핀,115,552,67.85,8.05,27.6,33.35,460,74.75,9.2,0,2015
2004,제빵,까망베르치즈생크림,52,84.76,8.32,1.04,5.2,5.72,41.08,25.48,3.12,0,2015
2005,제빵,깨찰빵,57,105.45,0,1.14,0,1.71,96.9,0,1.88,0,2015
2006,제빵,꼬마버스 타요 친구들,65,260,23,3,18,14,100,80,8,0.24,2012
2007,제빵,꽃다발한아름케이크,70,129.5,14,3.5,7,7,98,38.5,3.5,0,2015
2008,제빵,꽃밭에서 붕붕벌,55,230,19,2,18,11,90,60,8,0.37,2012
2009,제빵,꽈배기도우넛,58,124.7,0,2.32,0,2.32,133.4,0,1.33,0,2015
2010,제빵,꿀바게뜨페스추리,50,87.5,0,1.5,0,1.5,75,0,2.2,0,2015
2011,제빵,나눠먹는 브리오쉬,95,351.5,0,6.65,0,16.15,166.25,0,11.4,0,2015
2012,제빵,나를위한선택 53.5,70,129.5,20.3,4.9,3.5,3.5,175,38.5,1.05,0,2015
2013,제빵,날아라UFO(유에프오브레드),83,219.95,0,4.15,0,12.45,182.6,0,4.98,0,2015
2014,제빵,날으는 크림치즈 브레드,95,332.5,0,8.55,0,12.35,294.5,0,7.6,0,2015
2015,제빵,내가찾던모카케이크,60,240,17,3,18,17,90,80,8,0.3,2012
2016,제빵,내가찾던초코케이크,60,240,19,3,18,12,90,65,8,0.28,2012
2017,제빵,녹차&단팥 먼치킨,50,82.5,11,1.5,4,4,90,0,2.3,0,2015
2018,제빵,녹차도라야끼,60,99,21,3,1.14,10.8,51,21,0.3,0,2015
2019,제빵,녹차롤,70,171.5,30.8,4.2,3.5,10.5,80.5,70,1.75,0,2015
2020,제빵,녹차롤(미니),40,59.6,6,0.8,3.6,3.6,22.4,23.6,2,0,2015
2021,제빵,녹차롤(프레젠용),62,142.6,14.88,2.48,8.68,8.68,53.32,57.04,4.34,0,2015
2022,제빵,녹차롤케익,70,154,19.6,2.8,7,12.6,87.5,77,1.75,0,2015
2023,제빵,녹차만주,66,138.6,26.4,3.3,3.1,13.2,69.3,19.8,0.66,0.33,2015
2024,제빵,녹차빅글레이즈드,100,377.99,55.72,7.04,14.1,8.06,473.56,0,6.45,0,2013
2025,제빵,녹차생크림케익,58,99.76,9.86,1.74,5.8,6.38,22.62,33.64,3.48,0,2015
2026,제빵,녹차쉬폰,64,124.16,10.24,2.56,8.32,6.4,40.32,61.44,3.84,0,2015
2027,제빵,녹차쉬폰(M),65,104,11.7,1.3,5.85,8.45,45.5,32.5,2.21,0,2015
2028,제빵,녹차카스테라,50,80,15.5,2,1,5.5,42.5,45,0.4,0,2015
2029,제빵,뉴욕빅던크랜베리애플크림치즈,96,316.8,0,4.8,0,15.36,316.8,0,8.64,0,2015
2030,제빵,뉴욕시티레드벨벳(조각),105,388.5,0,4.2,0,34.65,147,0,15.75,0,2015
2031,제빵,뉴욕치즈케익 도넛,91,304.85,39.13,3.64,14.56,16.38,182,0,5.46,0,2015
2032,제빵,뉴욕크림치즈카카오,70,227.5,0,2.8,0,12.6,224,0,6.3,0,2015
2033,제빵,뉴치킨고로케,100,345.52,28.93,7.1,22.38,2.49,588.32,0,2.65,0,2013
2034,제빵,다크아몬드링,50,89.5,12,2.5,4,2,136.5,0,1.75,0,2015
2035,제빵,다크초콜릿마카다미아,100,543.07,55.77,7.75,32.11,24.14,312.02,0,6.19,0,2013
2036,제빵,단팥 츄잉볼,90,301.5,54,4.5,9,17.1,63,58.5,4.5,0,2015
2037,제빵,단팥도우넛,79,197.5,0,4.74,0,14.22,244.9,0,1.74,0,2015
2038,제빵,단팥빵,75,150,30,3,2.62,15.75,150,15,1.5,0,2015
2039,제빵,단팥소보로빵,117,468,0,10.53,0,26.91,397.8,0,7.02,0,2015
2040,제빵,단팥앙금롤브레드,75,206.25,0,5.25,0,12,142.5,0,2.17,0,2015
2041,제빵,단호박검은깨식빵,70,112,20.3,3.5,2.1,2.8,147,3.5,1.05,0,2015
2042,제빵,단호박크림치즈빵,77,150.15,0,3.85,0,0,215.6,0,2.31,0,2015
2043,제빵,단호박흑깨도넛,72,158.4,0,2.16,0,7.2,165.6,0,0.86,0,2015
2044,제빵,달콤 바삭 메이플 크림치즈,70,175,0,4.2,0,7.7,105,0,5.6,0,2015
2045,제빵,달콤달달 고구마,72,161.28,0,1.44,0,7.2,43.2,0,2.81,0,2015
2046,제빵,달콤달달 큰 고구마,75,175.5,0,1.5,0,7.5,48.75,0,2.92,0,2015
2047,제빵,달콤옥수수크림샌드,60,81,15,1.8,3.42,3,126,0.6,1.86,0,2015
2048,제빵,달콤초코쉬폰,71,134.9,0,1.42,0,9.23,39.05,0,4.97,0,2015
2049,제빵,달콤한 초코찰스틱,75,183.75,0,3,0,9,120,0,2.1,0,2015
2050,제빵,달콤한세레나데,64,156.8,0,1.92,0,8.96,60.8,0,4.48,0,2015
2051,제빵,달콤한타르트,73,211.7,24.82,3.65,10.95,5.84,67.89,22.63,4.38,0,2015
2052,제빵,담백하고 쫄깃한 뜯어먹는 식빵,76,148.2,0,3.8,0,3.04,190,0,1.98,0,2015
2053,제빵,담백하고쫄깃한뜯어먹는식빵,100,282.73,45.5,8.08,7.6,5.53,367.61,0,3.86,0,2013
2054,제빵,담백한 모닝식빵,76,212.8,0,6.84,0,5.32,250.8,0,3.57,0,2015
2055,제빵,담백한 연유스틱 브레드,64,140.8,0,2.56,0,2.56,153.6,0,4.48,0,2015
2056,제빵,더블 초코칩 크러핀,86,292.4,36.12,5.16,14.62,2.58,86,0,3.78,0,2015
2057,제빵,더블 초콜릿 아이스드,60,153,19.2,2.4,7.8,8.4,78,0,4.2,0,2015
2058,제빵,더블데니쉬(앙금&크림치즈),104,395.2,0,7.28,0,14.56,343.2,0,12.48,0,2015
2059,제빵,더블생크림,70,126,21,3.5,3.5,2.8,182,7,2.1,0,2015
2060,제빵,더블초코도넛,61,170.19,0,1.83,0,6.71,171.41,0,6.71,0,2015
2061,제빵,더블초콜렛머핀,90,351,41.4,4.5,19.8,23.4,324,61.2,5.4,0,2015
2062,제빵,더블치즈베이글,80,216,32.8,9.6,6.4,2.4,408,14.4,3.2,0,2015
2063,제빵,더치카카오머핀,115,540.5,71.3,9.2,24.15,32.2,402.5,74.75,9.2,0,2015
2064,제빵,던킨 글레이즈드,45,94.5,9,1.35,4.95,3.15,135,0,3.15,0,2015
2065,제빵,던킨 리얼카페모카,100,445.49,49.91,5.53,24.86,5.28,426.69,0,7.36,0,2013
2066,제빵,던킨 보스톤크림,100,380.65,38.92,5.04,22.76,4.4,399.66,0,10.03,0,2013
2067,제빵,던킨 스트로베리필드,100,350.9,47.59,4.94,15.64,6.7,334.18,0,6.09,0,2013
2068,제빵,던킨 올리브 츄이스티,100,428.7,51.21,2.45,23.79,17.99,352.6,0,5.66,0,2013
2069,제빵,던킨 카카오하니딥,100,460.67,43.93,4.41,29.7,15.99,459.5,0,8.02,0,2013
2070,제빵,던킨 카카오후로스티드,100,464.66,47.8,6.6,27.45,13.49,472.75,0,10.45,0,2013
2071,제빵,던킨 카푸치노 츄이스티,100,441.25,52.84,2.22,24.56,17.89,297.31,0,6.78,0,2013
2072,제빵,데니쉬스퀘어,80,200,0,4,0,1.6,336,0,1.6,0,2015
2073,제빵,데니쉬식빵,78,191.1,0,3.9,0,2.34,218.4,0,5.46,0,2015
2074,제빵,데코레이션케익(초코)단2호,47,93.53,17.39,0.94,6.58,5.17,22.09,39.48,3.73,0,2015
2075,제빵,데코레이션케익(초코)단7호,70,170.1,17.5,3.5,9.8,11.2,35.7,121.1,4.9,0,2015
2076,제빵,데코레이션케익(화이트)단1호,47,90.71,6.58,0.94,6.58,4.7,22.09,42.3,3.29,0,2015
2077,제빵,데코레이션케익(화이트)단2호,47,90.24,6.58,0.94,6.58,4.7,22.09,42.77,3.29,0,2015
2078,제빵,데코레이션케익(화이트)단3호,49,97.02,7.35,0.98,6.86,4.9,23.52,47.53,3.43,0,2015
2079,제빵,데코레이션케익(화이트)단4호,62,120.9,9.3,1.24,8.68,6.2,29.76,58.28,4.34,0,2015
2080,제빵,데코레이션케익(화이트)단5호,47,90.24,6.58,0.94,6.58,4.7,22.09,42.3,3.29,0,2015
2081,제빵,데코레이션케익(화이트)단7호,53,108.65,8.48,1.59,7.42,5.83,25.97,60.42,3.71,0,2015
2082,제빵,도라야끼,60,96,21.6,2.4,1.14,13.2,42,21,0.3,0,2015
2083,제빵,돌돌 말린 소시지 도넛,90,297,0,8.1,0,4.5,423,0,6.3,0,2015
2084,제빵,동글동글순우유롤,73,186.15,0,4.38,0,8.03,197.1,0,2.7,0,2015
2085,제빵,동서남북 호두단팥 페스츄리,93,241.8,0,4.65,0,13.95,883.5,0,3.72,0,2015
2086,제빵,두유를 넣은 검은깨 두부,50,97.5,15.5,1.5,3.5,3,125,3.5,1.35,0,2015
2087,제빵,두유를 넣은 초코두부,50,102.5,14.5,1.5,4.5,2,125,3,2.5,0,2015
2088,제빵,드림 초코홀릭,60,168,16.2,1.8,10.8,6,72,0,5.4,0,2015
2089,제빵,디즈니car,65,260,24,3,18,14,100,75,8,0.19,2012
2090,제빵,딸기듬뿍티라미스,70,195,22,3,6,12,115,25,6,0.25,2012
2091,제빵,딸기롤,67,161.47,18.09,2.68,8.71,11.39,35.51,55.61,4.69,0,2015
2092,제빵,딸기롤(미니),39,54.6,6.24,0.78,3.12,3.9,12.09,18.72,1.56,0,2015
2093,제빵,딸기맛도너츠,60,106.2,18.6,1.8,3,5.4,99.6,0,1.19,0,2015
2094,제빵,딸기생크림케이크2호A,72,151.2,0,1.44,0,10.8,54,0,5.04,0,2015
2095,제빵,딸기생크림케이크2호B,69,138,0,1.38,0,9.66,44.85,0,4.83,0,2015
2096,제빵,딸기소프트케익,65,152.75,22.1,3.25,5.85,11.05,71.5,22.75,1.43,0,2015
2097,제빵,딸기쉐이크쉬폰,70,161,13.3,1.4,10.5,5.6,78.4,60.2,4.9,0,2015
2098,제빵,딸기요거트쉬폰,70,170,14,1,12,6,35,30,3,0.18,2012
2099,제빵,땅콩빵,68,167.28,19.72,3.4,8.16,6.8,65.96,14.28,4.08,0,2015
2100,제빵,땅콩안에 보이젠베리,70,240,32,5,12,15,170,35,5,0.23,2012
2101,제빵,땅콩크림빵,70,280,27,6,17,8,190,35,7,0.43,2012
2102,제빵,땅콩크림소보로,96,436.8,0,14.4,0,15.36,278.4,0,7.68,0,2015
2103,제빵,떠먹는 슈크림롤,87,230.55,0,4.35,0,18.27,73.95,0,5.22,0,2015
2104,제빵,떠먹는 초코크림롤,87,230.55,0,4.35,0,17.4,78.3,0,5.22,0,2015
2105,제빵,떡스폰지케익,74,192.4,25.9,3.7,8.14,13.32,192.4,51.8,2.96,0,2015
2106,제빵,뚜레쥬르블루베리머핀,60,147,0,2.4,0,10.2,144,0,2.7,0,2015
2107,제빵,뚜레쥬르초코칩머핀,58,116,0,1.74,0,8.7,121.8,0,2.2,0,2015
2108,제빵,뚜레쥬르카스테라,78,175.5,0,3.9,0,23.4,42.9,0,1.01,0,2015
2109,제빵,뚜레쥬르쿠키머핀,60,141,0,2.4,0,10.2,156,0,2.64,0,2015
2110,제빵,뚜레쥬르크림치즈머핀,58,127.6,0,2.32,0,8.7,174,0,2.67,0,2015
2111,제빵,뜯어먹는 감자 미니식빵,70,119,0,3.5,0,4.2,231,0,0.98,0,2015
2112,제빵,뜯어먹는 담백 쫄깃 브레드,60,78,0,2.4,0,0,240,0,0.3,0,2015
2113,제빵,라즈베리 파이,80,250.4,0,4,0,7.2,92.8,0,7.2,0,2015
2114,제빵,라즈베리 필드,55,107.25,16.5,1.65,4.4,7.7,99,0,2.53,0,2015
2115,제빵,러브米식빵,70,124.6,21,4.2,2.8,2.8,244.3,4.9,0.7,0,2015
2116,제빵,러브러브초코,60,250,19,3,18,13,95,65,8,0.21,2012
2117,제빵,러블리엠버2호,58,150.8,0,1.16,0,8.7,49.3,0,4.64,0,2015
2118,제빵,러블리초코테디,70,270,25,7,18,17,120,90,8,0.2,2012
2119,제빵,러블리핑크테디,70,260,25,3,18,18,120,90,8,0.19,2012
2120,제빵,러스크,80,296,0,3.2,0,9.6,120,0,13.6,0,2015
2121,제빵,레드베리스콘,75,225,36,3,7.5,12,277.5,15,3.75,0,2015
2122,제빵,로망스초코,55,230,17,3,18,11,90,60,8,0.34,2012
2123,제빵,로망스핑크,65,260,25,3,17,19,105,60,8,0.35,2012
2124,제빵,로이의 바나나슈크림빵,62,108.5,0,2.48,0,6.82,111.6,0,1.36,0,2015
2125,제빵,롤케익,70,147,17.5,2.8,7,9.8,87.5,80.5,1.05,0,2015
2126,제빵,롤케익 1호,70,159.6,22.4,3.5,6.3,13.3,76.3,140.7,2.8,0,2015
2127,제빵,롤케익 2호,70,156.1,22.4,3.5,6.3,13.3,79.1,112.7,2.8,0,2015
2128,제빵,롤케익(프레젠용),70,159.6,22.4,3.5,6.3,13.3,76.3,140.7,2.8,0,2015
